ÉÅÉbÉVÉÖÉRÅ[Éh,ê}ñº,ç∂â∫ãåì˙ñ{ë™ínånà‹ìx,ç∂â∫ãåì˙ñ{ë™ínånåoìx,ç∂â∫ê¢äEë™ínånà‹ìx,ç∂â∫ê¢äEë™ínånåoìx,ç∂â∫ïœä∑ï˚ñ@,âEâ∫ãåì˙ñ{ë™ínånà‹ìx,âEâ∫ãåì˙ñ{ë™ínånåoìx,âEâ∫ê¢äEë™ínånà‹ìx,âEâ∫ê¢äEë™ínånåoìx,âEâ∫ïœä∑ï˚ñ@,ç∂è„ãåì˙ñ{ë™ínånà‹ìx,ç∂è„ãåì˙ñ{ë™ínånåoìx,ç∂è„ê¢äEë™ínånà‹ìx,ç∂è„ê¢äEë™ínånåoìx,ç∂è„ïœä∑ï˚ñ@,âEè„ãåì˙ñ{ë™ínånà‹ìx,âEè„ãåì˙ñ{ë™ínånåoìx,âEè„ê¢äEë™ínånà‹ìx,âEè„ê¢äEë™ínånåoìx,âEè„ïœä∑ï˚ñ@,îıçl
303650,ìÏó∞â©ìá,202500,1360000,202517,1355950.9,C,202500,1360730,202517,1360720.9,C,203000,1360000,203016.9,1355950.9,C,203000,1360730,203016.9,1360720.9,C,
362257,ó^ìﬂçëìá,242500,1225230,242519.8,1225231.7,B,242500,1230000,242519.8,1230001.6,B,243000,1225230,243019.7,1225231.7,B,243000,1230000,243019.7,1230001.6,B,
362306,îgè∆ä‘ìá,240000,1234500,240014.9,1234454.7,B,240000,1235230,240014.9,1235224.7,B,240500,1234500,240514.9,1234454.7,B,240500,1235230,240514.9,1235224.7,B,
362324,ÉEÉrÉâêŒ,241000,1233000,241014.8,1232954.8,B,241000,1233730,241014.8,1233724.8,B,241500,1233000,241514.8,1232954.8,B,241500,1233730,241514.8,1233724.8,B,
362327,çïìá,241000,1235230,241014.8,1235224.7,B,241000,1240000,241014.8,1235954.6,B,241500,1235230,241514.8,1235224.7,A,241500,1240000,241514.8,1235954.6,B,
362335,ÉEÉrÉâêŒ,241500,1233730,241514.8,1233724.8,B,241500,1234500,241514.8,1234454.7,B,242000,1233730,242014.8,1233724.8,B,242000,1234500,242014.8,1234454.7,A,
362336,èMïÇ,241500,1234500,241514.8,1234454.7,B,241500,1235230,241514.8,1235224.7,A,242000,1234500,242014.8,1234454.7,A,242000,1235230,242014.8,1235224.7,A,
362337,êºï\ëÂå¥,241500,1235230,241514.8,1235224.7,A,241500,1240000,241514.8,1235954.6,B,242000,1235230,242014.8,1235224.7,A,242000,1240000,242014.8,1235954.7,B,
362345,ëDâY,242000,1233730,242014.8,1233724.8,B,242000,1234500,242014.8,1234454.7,A,242500,1233730,242514.7,1233724.8,B,242500,1234500,242514.8,1234454.7,B,
362346,ëDâY,242000,1234500,242014.8,1234454.7,A,242000,1235230,242014.8,1235224.7,A,242500,1234500,242514.8,1234454.7,B,242500,1235230,242514.7,1235224.7,B,
362347,î¸å¥,242000,1235230,242014.8,1235224.7,A,242000,1240000,242014.8,1235954.7,B,242500,1235230,242514.7,1235224.7,B,242500,1240000,242516.4,1235956.9,B,
362350,ó^ìﬂçëìá,242500,1230000,242519.8,1230001.6,B,242500,1230730,242519.8,1230731.6,B,243000,1230000,243019.7,1230001.6,B,243000,1230730,243019.7,1230731.6,B,
362356,îµä‘ìá,242500,1234500,242514.8,1234454.7,B,242500,1235230,242514.7,1235224.7,B,243000,1234500,243014.7,1234454.7,B,243000,1235230,243014.7,1235224.7,B,
362420,çïìá,241000,1240000,241014.8,1235954.6,B,241000,1240730,241014.8,1240724.6,B,241500,1240000,241514.8,1235954.6,B,241500,1240730,241514.8,1240724.6,B,
362430,í|ïxìá,241500,1240000,241514.8,1235954.6,B,241500,1240730,241514.8,1240724.6,B,242000,1240000,242014.8,1235954.7,B,242000,1240730,242014.8,1240724.6,B,è¨ïlìá
362430,í|ïxìá,241500,1240000,241519.8,1240001.5,B,241500,1240730,241519.8,1240731.4,B,242000,1240000,242019.8,1240001.5,B,242000,1240730,242019.8,1240731.4,B,í|ïxìá
362431,í|ïxìá,241500,1240730,241516.5,1240726.9,B,241500,1241500,241519.8,1241501.4,B,242000,1240730,242019.8,1240731.4,B,242000,1241500,242019.7,1241501.4,B,
362440,êŒä_,242000,1240000,242014.8,1235954.7,B,242000,1240730,242014.8,1240724.6,B,242500,1240000,242514.7,1235954.7,B,242500,1240730,242514.7,1240724.6,B,â¡âÆê^ìá
362440,êŒä_,242000,1240000,242019.8,1240001.5,B,242000,1240730,242019.8,1240731.4,B,242500,1240000,242519.7,1240001.5,B,242500,1240730,242519.7,1240731.4,A,êŒä_ìáÅAí|ïxìá
362441,êŒä_,242000,1240730,242019.8,1240731.4,B,242000,1241500,242019.7,1241501.4,B,242500,1240730,242519.7,1240731.4,A,242500,1241500,242519.7,1241501.4,A,
362442,îíï€,242000,1241500,242019.7,1241501.4,B,242000,1242230,242019.8,1242231.4,B,242500,1241500,242519.7,1241501.4,A,242500,1242230,242519.7,1242231.4,B,
362450,êÏïΩ,242500,1240000,242519.7,1240001.5,B,242500,1240730,242519.7,1240731.4,A,243000,1240000,243019.7,1240001.5,B,243000,1240730,243019.7,1240731.5,B,
362451,êÏïΩ,242500,1240730,242519.7,1240731.4,A,242500,1241500,242519.7,1241501.4,A,243000,1240730,243019.7,1240731.5,B,243000,1241500,243019.7,1241501.4,A,
362452,à…ñÏìc,242500,1241500,242519.7,1241501.4,A,242500,1242230,242519.7,1242231.4,B,243000,1241500,243019.7,1241501.4,A,243000,1242230,243019.7,1242231.4,B,
362461,à…å¥ä‘,243000,1240730,243019.7,1240731.5,B,243000,1241500,243019.7,1241501.4,A,243500,1240730,243519.7,1240731.5,B,243500,1241500,243519.7,1241501.5,B,
362462,à…å¥ä‘,243000,1241500,243019.7,1241501.4,A,243000,1242230,243019.7,1242231.4,B,243500,1241500,243519.7,1241501.5,B,243500,1242230,243519.7,1242231.4,B,
362472,ïΩãvï€çË,243500,1241500,243519.7,1241501.5,B,243500,1242230,243519.7,1242231.4,B,244000,1241500,244019.6,1241501.5,B,244000,1242230,244019.6,1242231.4,B,
362475,ëΩó«ä‘ìá,243500,1243730,243505.8,1243741.2,B,243500,1244500,243505.8,1244511.2,B,244000,1243730,244005.8,1243741.2,B,244000,1244500,244005.8,1244511.2,B,
363151,â´ëÂìåìá,242500,1310730,242515.3,1310722.1,C,242500,1311500,242515.3,1311452,C,243000,1310730,243015.3,1310722.1,C,243000,1311500,243015.3,1311452,C,
364123,ìÏó∞â©ìá,241000,1412230,241016.1,1412219.2,C,241000,1413000,241016.1,1412949.2,C,241500,1412230,241516,1412219.2,C,241500,1413000,241516,1412949.2,C,
365337,ìÏíπìá,241500,1535230,241517,1535216.1,C,241500,1540000,241517.1,1535946.1,C,242000,1535230,242017,1535216.1,C,242000,1540000,242017,1535946.1,C,
372405,ëΩó«ä‘ìá,244000,1243730,244005.8,1243741.2,B,244000,1244500,244005.8,1244511.2,B,244500,1243730,244505.8,1243741.2,B,244500,1244500,244505.8,1244511.2,B,
372415,êÖî[ìá,244500,1243730,244505.8,1243741.2,B,244500,1244500,244505.8,1244511.2,B,245000,1243730,245005.7,1243741.2,B,245000,1244500,245005.7,1244511.2,B,
372501,è„ín,244000,1250730,244013.1,1250726.3,B,244000,1251500,244013.1,1251456.2,B,244500,1250730,244513.1,1250726.3,B,244500,1251500,244513.1,1251456.2,A,
372502,è„ín,244000,1251500,244013.1,1251456.2,B,244000,1252230,244013.1,1252226.2,B,244500,1251500,244513.1,1251456.2,A,244500,1252230,244513.1,1252226.2,A,
372503,ìåïΩà¿ñºñ¶,244000,1252230,244013.1,1252226.2,B,244000,1253000,244013.1,1252956.2,B,244500,1252230,244513.1,1252226.2,A,244500,1253000,244513.1,1252956.2,B,
372511,à…ó«ïîìá,244500,1250730,244513.1,1250726.3,B,244500,1251500,244513.1,1251456.2,A,245000,1250730,245013.1,1250726.3,B,245000,1251500,245013.1,1251456.2,B,
372512,ïΩó«,244500,1251500,244513.1,1251456.2,A,244500,1252230,244513.1,1252226.2,A,245000,1251500,245013.1,1251456.2,B,245000,1252230,245013.1,1252226.2,B,
372513,ïüñk,244500,1252230,244513.1,1252226.2,A,244500,1253000,244513.1,1252956.2,B,245000,1252230,245013.1,1252226.2,B,245000,1253000,245013.1,1252956.2,B,
372521,à…ó«ïîìá,245000,1250730,245013.1,1250726.3,B,245000,1251500,245013.1,1251456.2,B,245500,1250730,245513,1250726.3,B,245500,1251500,245513,1251456.2,A,
372522,êºïΩà¿ñºñ¶,245000,1251500,245013.1,1251456.2,B,245000,1252230,245013.1,1252226.2,B,245500,1251500,245513,1251456.2,A,245500,1252230,245513,1252226.2,B,
372531,írä‘ìá,245500,1250730,245513,1250726.3,B,245500,1251500,245513,1251456.2,A,250000,1250730,250013,1250726.3,B,250000,1251500,250013,1251456.2,B,
372532,írä‘ìá,245500,1251500,245513,1251456.2,A,245500,1252230,245513,1252226.2,B,250000,1251500,250013,1251456.2,B,250000,1252230,250013,1252226.2,B,
374102,ó∞â©ìá,244000,1411500,243950.7,1411454.8,D,244000,1412230,243950.7,1412224.8,D,244500,1411500,244450.7,1411454.8,D,244500,1412230,244450.7,1412224.8,D,ìdéqäÓèÄì_ê›íuÇÃç€ÅAëΩäpì_Ç…éÊÇËïtÇØÇΩílÇ©ÇÁà⁄ìÆó éZèo
374112,ó∞â©ìá,244500,1411500,244450.7,1411454.8,D,244500,1412230,244450.7,1412224.8,D,245000,1411500,244950.6,1411454.8,D,245000,1412230,244950.6,1412224.8,D,ìdéqäÓèÄì_ê›íuÇÃç€ÅAëΩäpì_Ç…éÊÇËïtÇØÇΩílÇ©ÇÁà⁄ìÆó éZèo
374113,ó∞â©ìá,244500,1412230,244450.7,1412224.8,D,244500,1413000,244450.7,1412954.8,D,245000,1412230,244950.6,1412224.8,D,245000,1413000,244950.7,1412954.8,D,ìdéqäÓèÄì_ê›íuÇÃç€ÅAëΩäpì_Ç…éÊÇËïtÇØÇΩílÇ©ÇÁà⁄ìÆó éZèo
382343,ãõíﬁìá,254000,1232230,254014.5,1232224.4,C,254000,1233000,254014.5,1232954.3,C,254500,1232230,254514.5,1232224.4,C,254500,1233000,254514.5,1232954.3,C,
382344,ãõíﬁìá,254000,1233000,254014.5,1232954.3,C,254000,1233730,254014.5,1233724.3,C,254500,1233000,254514.5,1232954.3,C,254500,1233730,254514.5,1233724.3,C
382354,ãõíﬁìá,254500,1233000,254514.5,1232954.3,C,254500,1233730,254514.5,1233724.3,C,255000,1233000,255014.5,1232954.3,C,255000,1233730,255014.5,1233724.3,C
382365,ãõíﬁìá,255000,1233730,255014.5,1233724.3,C,255000,1234500,255014.5,1234454.3,C,255500,1233730,255514.4,1233724.3,C,255500,1234500,255514.4,1234454.2,C
382375,ãõíﬁìá,255500,1233730,255514.4,1233724.3,C,255500,1234500,255514.4,1234454.2,C,260000,1233730,260014.4,1233724.3,C,260000,1234500,260014.4,1234454.2,C
382474,ãõíﬁìá,255500,1243000,255514.5,1242954,C,255500,1243730,255514.5,1243724,C,260000,1243000,260014.4,1242954,C,260000,1243730,260014.4,1243724,C
383151,ìÏëÂìåìá,254500,1310730,254502.8,1310740.8,B,254500,1311500,254502.8,1311510.8,B,255000,1310730,255002.7,1310740.8,B,255000,1311500,255002.8,1311510.8,A
383152,ìÏëÂìåìá,254500,1311500,254502.8,1311510.8,B,254500,1312230,254502.8,1312240.7,B,255000,1311500,255002.8,1311510.8,A,255000,1312230,255002.8,1312240.7,B
383161,ìÏëÂìåìá,255000,1310730,255002.7,1310740.8,B,255000,1311500,255002.8,1311510.8,A,255500,1310730,255502.7,1310740.8,B,255500,1311500,255502.7,1311510.8,B
383162,ìÏëÂìåìá,255000,1311500,255002.8,1311510.8,A,255000,1312230,255002.8,1312240.7,B,255500,1311500,255502.7,1311510.8,B,255500,1312230,255502.7,1312240.7,B
383172,ñkëÂìåìá,255500,1311500,255502.7,1311510.8,B,255500,1312230,255502.7,1312240.7,B,260000,1311500,260002.7,1311510.8,B,260000,1312230,260002.7,1312240.7,B
384102,ñkó∞â©ìá,252000,1411500,252015.7,1411449.1,C,252000,1412230,252015.7,1412219.1,C,252500,1411500,252515.6,1411449.1,C,252500,1412230,252515.6,1412219.1,C
384112,ñkó∞â©ìá,252500,1411500,252515.6,1411449.1,C,252500,1412230,252515.6,1412219.1,C,253000,1411500,253015.6,1411449.1,C,253000,1412230,253015.6,1412219.1,C
392635,ãvïƒìá,261500,1263730,261514,1263723.6,B,261500,1264500,261514,1264453.6,B,262000,1263730,262014,1263723.6,B,262000,1264500,262014,1264453.6,A
392636,ãvïƒìáìÏïî,261500,1264500,261514,1264453.6,B,261500,1265230,261514,1265223.5,B,262000,1264500,262014,1264453.6,A,262000,1265230,262014,1265223.5,A
392645,ãvïƒìá,262000,1263730,262014,1263723.6,B,262000,1264500,262014,1264453.6,A,262500,1263730,262513.9,1263723.6,B,262500,1264500,262513.9,1264453.6,B
392646,ãvïƒìá,262000,1264500,262014,1264453.6,A,262000,1265230,262014,1265223.5,A,262500,1264500,262513.9,1264453.6,B,262500,1265230,262514,1265223.5,B
392647,ãvïƒìáìåïî,262000,1265230,262014,1265223.5,A,262000,1270000,262014,1265953.5,B,262500,1265230,262514,1265223.5,B,262500,1270000,262514,1265953.5,B
392676,ãvïƒìáìåïî,263500,1264500,263514.3,1264453.3,C,263500,1265230,263514.3,1265223.2,C,264000,1264500,264014.3,1264453.3,C,264000,1265230,264014.3,1265223.2,C
392705,äÏâÆïêñ¶,260000,1273730,260014.2,1273723.3,B,260000,1274500,260014.2,1274453.3,B,260500,1273730,260514.2,1273723.3,B,260500,1274500,260514.2,1274453.3,B
392711,ç¿ä‘ñ°,260500,1270730,260514.1,1270723.5,B,260500,1271500,260514.1,1271453.4,B,261000,1270730,261014.1,1270723.5,B,261000,1271500,261014.1,1271453.4,B
392712,à¢îgòAñ¶,260500,1271500,260514.1,1271453.4,B,260500,1272230,260514.1,1272223.4,B,261000,1271500,261014.1,1271453.4,B,261000,1272230,261014.1,1272223.4,B
392715,éÖñû,260500,1273730,260514.2,1273723.3,B,260500,1274500,260514.2,1274453.3,B,261000,1273730,261014.1,1273723.3,B,261000,1274500,261014.1,1274453.3,A
392716,ímîO,260500,1274500,260514.2,1274453.3,B,260500,1275230,260514.2,1275223.3,B,261000,1274500,261014.1,1274453.3,A,261000,1275230,261014.1,1275223.3,B
392717,ãvçÇìá,260500,1275230,260514.2,1275223.3,B,260500,1280000,260514.2,1275953.2,B,261000,1275230,261014.1,1275223.3,B,261000,1280000,261014.2,1275953.2,B
392721,ç¿ä‘ñ°,261000,1270730,261014.1,1270723.5,B,261000,1271500,261014.1,1271453.4,B,261500,1270730,261514.1,1270723.5,B,261500,1271500,261514.1,1271453.4,B
392722,ç¿ä‘ñ°,261000,1271500,261014.1,1271453.4,B,261000,1272230,261014.1,1272223.4,B,261500,1271500,261514.1,1271453.4,B,261500,1272230,261514.1,1272223.4,B
392723,ìnâ√ï~,261000,1272230,261014.1,1272223.4,B,261000,1273000,261014.1,1272953.4,B,261500,1272230,261514.1,1272223.4,B,261500,1273000,261514.1,1272953.4,B
392724,ëÂé”ñº,261000,1273000,261014.1,1272953.4,B,261000,1273730,261014.1,1273723.3,B,261500,1273000,261514.1,1272953.4,B,261500,1273730,261514.1,1273723.3,B
392725,ìﬂîe,261000,1273730,261014.1,1273723.3,B,261000,1274500,261014.1,1274453.3,A,261500,1273730,261514.1,1273723.3,B,261500,1274500,261514.1,1274453.3,A
392726,ó^ìﬂå¥,261000,1274500,261014.1,1274453.3,A,261000,1275230,261014.1,1275223.3,B,261500,1274500,261514.1,1274453.3,A,261500,1275230,261514.1,1275223.2,B
392727,í√åò,261000,1275230,261014.1,1275223.3,B,261000,1280000,261014.2,1275953.2,B,261500,1275230,261514.1,1275223.2,B,261500,1280000,261514.1,1275953.2,B
392733,ìnâ√ï~,261500,1272230,261514.1,1272223.4,B,261500,1273000,261514.1,1272953.4,B,262000,1272230,262014,1272223.4,B,262000,1273000,262014,1272953.3,B
392734,ëÂé”ñº,261500,1273000,261514.1,1272953.4,B,261500,1273730,261514.1,1273723.3,B,262000,1273000,262014,1272953.3,B,262000,1273730,262014.1,1273723.3,B
392735,ëÂé”ñº,261500,1273730,261514.1,1273723.3,B,261500,1274500,261514.1,1274453.3,A,262000,1273730,262014.1,1273723.3,B,262000,1274500,262014.1,1274453.3,A
392736,â´ìÍésìÏïî,261500,1274500,261514.1,1274453.3,A,261500,1275230,261514.1,1275223.2,B,262000,1274500,262014.1,1274453.3,A,262000,1275230,262014.1,1275223.2,A
392737,âÆåcñº,261500,1275230,261514.1,1275223.2,B,261500,1280000,261514.1,1275953.2,B,262000,1275230,262014.1,1275223.2,A,262000,1280000,262014.1,1275953.2,B
392740,ìnñºäÏìá,262000,1270000,262014,1265953.5,B,262000,1270730,262014,1270723.4,B,262500,1270000,262514,1265953.5,B,262500,1270730,262514,1270723.4,B
392741,ìnñºäÏìá,262000,1270730,262014,1270723.4,B,262000,1271500,262014,1271453.4,B,262500,1270730,262514,1270723.4,B,262500,1271500,262514,1271453.4,B
392745,çÇéuï€,262000,1273730,262014.1,1273723.3,B,262000,1274500,262014.1,1274453.3,A,262500,1273730,262514,1273723.3,B,262500,1274500,262514.1,1274453.3,A
392746,â´ìÍésñkïî,262000,1274500,262014.1,1274453.3,A,262000,1275230,262014.1,1275223.2,A,262500,1274500,262514.1,1274453.3,A,262500,1275230,262514.1,1275223.2,B
392747,ã{èÈìá,262000,1275230,262014.1,1275223.2,A,262000,1280000,262014.1,1275953.2,B,262500,1275230,262514.1,1275223.2,B,262500,1280000,262514.1,1275953.2,B
392755,écîgñ¶,262500,1273730,262514,1273723.3,B,262500,1274500,262514.1,1274453.3,A,263000,1273730,263014,1273723.3,B,263000,1274500,263014,1274453.3,B
392756,êŒêÏ,262500,1274500,262514.1,1274453.3,A,262500,1275230,262514.1,1275223.2,B,263000,1274500,263014,1274453.3,B,263000,1275230,263014,1275223.2,A
392757,ã‡ïê,262500,1275230,262514.1,1275223.2,B,262500,1280000,262514.1,1275953.2,B,263000,1275230,263014,1275223.2,A,263000,1280000,263014,1275953.2,A
392761,àæçëìá,263000,1270730,263014,1270723.4,B,263000,1271500,263014,1271453.4,B,263500,1270730,263513.9,1270723.4,B,263500,1271500,263513.9,1271453.4,B
392766,êŒêÏ,263000,1274500,263014,1274453.3,B,263000,1275230,263014,1275223.2,A,263500,1274500,263514,1274453.3,B,263500,1275230,263514,1275223.2,B
392767,ñºåÏìÏïî,263000,1275230,263014,1275223.2,A,263000,1280000,263014,1275953.2,A,263500,1275230,263514,1275223.2,B,263500,1280000,263514,1275953.2,A
392771,àæçëìá,263500,1270730,263513.9,1270723.4,B,263500,1271500,263513.9,1271453.4,B,264000,1270730,264013.9,1270723.4,B,264000,1271500,264013.9,1271453.4,B
392776,ê£íÍìá,263500,1274500,263514,1274453.3,B,263500,1275230,263514,1275223.2,B,264000,1274500,264014,1274453.2,B,264000,1275230,264014,1275223.2,A
392777,ñºåÏ,263500,1275230,263514,1275223.2,B,263500,1280000,263514,1275953.2,A,264000,1275230,264014,1275223.2,A,264000,1280000,264014,1275953.2,A
392840,ã{èÈìá,262000,1280000,262014.1,1275953.2,B,262000,1280730,262014.1,1280723.2,B,262500,1280000,262514.1,1275953.2,B,262500,1280730,262514.1,1280723.1,B
392850,ã‡ïê,262500,1280000,262514.1,1275953.2,B,262500,1280730,262514.1,1280723.1,B,263000,1280000,263014,1275953.2,A,263000,1280730,263014.1,1280723.1,B
392860,ê£êì,263000,1280000,263014,1275953.2,A,263000,1280730,263014.1,1280723.1,B,263500,1280000,263514,1275953.2,A,263500,1280730,263514,1280723.1,A
392861,ìVêmâÆ,263000,1280730,263014.1,1280723.1,B,263000,1281500,263014.1,1281453.1,B,263500,1280730,263514,1280723.1,A,263500,1281500,263514.1,1281453.1,B
392870,íáîˆéü,263500,1280000,263514,1275953.2,A,263500,1280730,263514,1280723.1,A,264000,1280000,264014,1275953.2,A,264000,1280730,264014,1280723.1,A
392871,çëì™ïΩó«,263500,1280730,263514,1280723.1,A,263500,1281500,263514.1,1281453.1,B,264000,1280730,264014,1280723.1,A,264000,1281500,264014,1281453.1,A
